(39, 6, 0)
(41, 6, 0)
(41, 6, 0)
(41, 6, 0)
(41, 6, 0)
(41, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(38, 5, 0)
(38, 5, 0)
(38, 5, 0)
(38, 5, 0)
(38, 5, 0)
(38, 5, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 5, 0)
(38, 5, 0)
(38, 5, 0)
(38, 5, 0)
(38, 5, 0)
(38, 5, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(36, 6, 0)
(38, 7, 0)
(38, 7, 0)
(38, 7, 0)
(38, 7, 0)
(38, 7, 0)
(38, 7, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(36, 5, 0)
(36, 5, 0)
(36, 5, 0)
(36, 5, 0)
(36, 5, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(37, 7, 0)
(37, 7, 0)
(37, 7, 0)
(37, 7, 0)
(37, 7, 0)
(37, 7, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(39, 6, 0)
(37, 5, 0)
(37, 5, 0)
(37, 5, 0)
(37, 5, 0)
(37, 5, 0)
(35, 6, 0)
(35, 6, 0)
(35, 6, 0)
(35, 6, 0)
(35, 6, 0)
(35, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(38, 6, 0)
(37, 5, 0)
(37, 5, 0)
(37, 5, 0)
(37, 5, 0)
(37, 5, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
(37, 6, 0)
